post_id,source,source_type,source_name,text,timestamp,engagement_metric,lang,backlash_flag
a88b34c1-1535-4007-a574-a8c7674c9857,whatsapp,primary_dataset,whatsapp,"What's this since WA updated my number everywhere he says he's been private,",2021-07-24T13:44:00Z,0,en,1
7adac179-6d93-4b53-9ce7-266fd5e2a6b6,whatsapp,primary_dataset,whatsapp,"The data the officer entered is not appropriate so it's an obstacle, when checking for vaccine certificates, please monitor the officers while filling in someone's data so there's no misunderstanding.",2021-07-24T12:21:18Z,1,en,1
13abb766-12bd-4836-9fd0-b7c60049be74,whatsapp,primary_dataset,whatsapp,"Whatsapp me why it's blocked, please help, because there's a lot of important data in there.",2021-07-24T12:16:49Z,0,en,1
ee86bb02-0b1c-4350-ab6f-63c5a32c33e9,whatsapp,primary_dataset,whatsapp,Why does the data have to be blocked?,2021-07-24T00:03:11Z,0,en,1
3dc1ff82-6267-417c-bdd0-7ac4ffb422c9,whatsapp,primary_dataset,whatsapp,Please fix sharelok's location again...!!!!!!,2021-07-23T21:54:47Z,0,en,1
bed373d5-9bbb-4738-b7ae-603a9697e309,whatsapp,primary_dataset,whatsapp,Wasn't able to get in because of one-sided block. So all the data on whatsApp apps and cache phones just got back in.,2021-07-23T21:48:03Z,0,en,1
237620ea-52bd-400e-b4a4-c28835ee464c,whatsapp,primary_dataset,whatsapp,Tolmg correct vc and call me using special and special data please fix it,2021-07-23T21:38:29Z,0,en,1
beb523c1-1f3c-4fb3-b43e-ae7fa30172f3,whatsapp,primary_dataset,whatsapp,Why didn't I just update the video... ...vidio....share lok... ...and open the google drive?,2021-07-23T20:51:03Z,0,en,1
576eea22-2a52-4b5c-acca-5398e4d04ed0,whatsapp,primary_dataset,whatsapp,That's a bad update.,2021-07-23T19:44:26Z,0,en,1
f4be976c-bebe-48af-8ee1-accf4cb10640,whatsapp,primary_dataset,whatsapp,"Please increase your privacy and security, whatsapp me today suddenly sends hundreds of stickers to others at one time without my knowledge.",2021-07-23T16:35:08Z,0,en,1
d7df4568-97c2-4069-8d0a-41f91c7b9946,whatsapp,primary_dataset,whatsapp,"I found error, lack of security, and bugs in whatsapp. Suddenly I saw my phone automatically send hundreds of stickers to my contacts, without my knowing it and not me doing it.",2021-07-23T16:31:43Z,0,en,1
53dc4885-954d-4644-b8b2-ec6988c20875,whatsapp,primary_dataset,whatsapp,Sad bgt... memory is always full for install w.a... turns out to be able to eat GB2 storage... when deleting w.a/repair phones must be backup first.,2021-07-23T10:06:55Z,0,en,1
2a55bd7d-3acd-44e1-b7d3-d4ce9380f2e6,whatsapp,primary_dataset,whatsapp,"Please tell the other side that if I don't accidentally delete the data or want to re-install it, please let the old chat be able to return without backup, backup won't even go to the account so all the important chats are gone.",2021-07-23T08:26:57Z,0,en,1
96d3ab17-6f5f-4a06-9857-5ee20980b313,whatsapp,primary_dataset,whatsapp,"I'm using the WhatsApp dual, but the second application can't save data. The data is often unreadable.",2021-07-23T06:48:09Z,5,en,1
0d939cab-8f7d-425d-a099-f837d5b233be,whatsapp,primary_dataset,whatsapp,It's good to die. Let's go.,2021-07-23T00:22:45Z,0,en,1
d8b19432-79ff-4346-8ecf-bab5a0e972b9,whatsapp,primary_dataset,whatsapp,Ga recomend.Udh is 3 times nonuseable. Ask for claripation to continue this use data package,2021-07-22T17:28:46Z,0,en,1
94c72925-498c-4e61-b359-b294e2b799d7,whatsapp,primary_dataset,whatsapp,"Don't make it difficult for people to live, it's easy to change new numbers.",2021-07-22T15:19:04Z,0,en,1
bc5c8848-b044-4736-b7c1-9d52e4507cc8,whatsapp,primary_dataset,whatsapp,"If I'm hacked, it's a matter of whatsap for having to use Facebook.",2021-07-22T06:18:51Z,0,en,1
8179447c-1da1-4470-920e-9e98583171c2,whatsapp,primary_dataset,whatsapp,"The back-up of the google drive is getting longer. It can take up to one day of backup data, and a daily backup sequence! Why do backups have to wait for the backup to open?",2021-07-22T03:54:20Z,0,en,1
3bd36506-1584-46ca-9143-ddf7637ec4b3,whatsapp,primary_dataset,whatsapp,"WhatsApp is right on the upgrade. There's no storage notification, it's re-installing the data, including Jancoook's pictures and videos.",2021-07-21T20:30:48Z,0,en,1
4b5f1e15-94c4-4bfd-8316-6606aeb442c2,whatsapp,primary_dataset,whatsapp,Not good. Because it can't live streaming with music. Examples are like keyboard apps. Instagram. And Facebook. Live streaming videos in status can be completed music and lots of music options. WhatsApp applications need to be updated again!,2021-07-21T18:52:20Z,0,en,1
3df15b44-b286-4f8c-8a0d-e5635e42045f,whatsapp,primary_dataset,whatsapp,"fontcolor="" # FFFF00""camera fontcolor="" # FFFF00""um fontcolor="" # FFFF00""um fontcolor="" # FFFF00""removedd fontcolor="" # FFFF00""datastill",2021-07-21T17:55:28Z,0,en,1
32db79bb-267e-4c89-ad47-aa87ffd81a1d,whatsapp,primary_dataset,whatsapp,"I can't log in because my number isn't working, and I forgot to change the account number to a new phone number, and the chat group data is very important, so you should have a relocation of old accounts to the new account, so don't just have the same number to restore, as long as the number and the new number are connected to the same email.",2021-07-21T12:09:01Z,1,en,1
44605b1d-529c-4a06-ae95-28489c0c7fa7,whatsapp,primary_dataset,whatsapp,I don't know if I'll be able to send a wifi woii message in the morning. I'll pay you back if you don't want to buy a quota first.,2021-07-21T06:43:15Z,4,en,1
329976d5-f6f3-4b13-abd0-48b47c49d2e8,whatsapp,primary_dataset,whatsapp,"fontcolor="" # FFFF00""DefaultWhatsApp fontcolor="" # FFFF00""up to 1GB fontcolor="" # FFFF00""I 'm almost finished fontcolor="" # FFFF00""right",2021-07-21T00:17:07Z,0,en,1
74892e82-0e81-473c-9824-f025425a92b4,whatsapp,primary_dataset,whatsapp,"Please, devellover, confirm the same security of the bug because of my experience, I've been hacked into the hack, the way an unknown number sends strange data of money makes me unable to open up the wa and hack my account, I've had to delete and re-install the apk and put in avertification code to go back in, and luckily my account came back to me and there's a trace of the hacker's fraud chatts done, so I'm going to ask for more security so that I don't repeat myself.",2021-07-20T18:53:56Z,0,en,1
eeac7e55-ec73-409c-b346-ddcddc9d073b,whatsapp,primary_dataset,whatsapp,"Kmera ma'am ngzoom sndri,hpus install,hpus data ko msh tstep j...mkin jlk",2021-07-20T17:14:53Z,0,en,1
2d7ef611-4d41-44bd-85ce-66e74dcd8f76,whatsapp,primary_dataset,whatsapp,"Please don't fix it for this new version, especially the camera user in the share feature pict and then camera zoom self and such an error... it's not worth it.",2021-07-20T16:29:43Z,0,en,1
5d794a8b-d80b-459c-ac58-450e6b33eedf,whatsapp,primary_dataset,whatsapp,"Again and again, for the second time, have there been no considerations or policies against me? my whatsapp account was hacked into, many people contacted me and I didn't know him, my accounts were used for fraud mode.",2021-07-20T15:53:14Z,86,en,1
5f7aa4ab-16e4-4518-9167-93cdcec96cc9,whatsapp,primary_dataset,whatsapp,"He said it was private, but why was it blocked? Why was my account blocked?",2021-07-20T12:02:52Z,0,en,1
50f94a0b-4fa2-48d7-9ba2-732b0db96746,whatsapp,primary_dataset,whatsapp,It's after I update the camera. What should we do about deleting the data?,2021-07-20T11:01:09Z,0,en,1
58c315c1-d72f-4a30-9d77-20d812d8e0d5,whatsapp,primary_dataset,whatsapp,"After the computing, the camera came out thinking it might be my phone that heng, uh, just checked at his play store at Sono, so it's confusing to send pictures from the camera, so it's normal.",2021-07-20T10:07:09Z,0,en,1
2e1bc649-0706-47d4-97ea-622e43616db0,whatsapp,primary_dataset,whatsapp,"The upgrades are getting even worse, aren't they? Why is my front camera even zooming in after an update? The old version is fine.",2021-07-20T01:10:53Z,52,en,1
d4238164-ca17-471c-a186-a1a1e762ff84,whatsapp,primary_dataset,whatsapp,"Since data updates are often lost, media is often deleted and can't be downloaded again, please repair it to make users more comfortable using this application",2021-07-20T00:46:50Z,0,en,1
0e65684e-5ca3-40d7-ad9e-3896795f2db5,whatsapp,primary_dataset,whatsapp,129068 Open old data,2021-07-19T17:29:17Z,0,en,1
6461a344-467b-4abf-b78e-49d5b4bb17ef,whatsapp,primary_dataset,whatsapp,Just want to say follow up on whatapps GB/Mod users because their users they can see someone's privacy,2021-07-19T08:03:15Z,0,en,1
93f73ac1-3fdb-4174-86e5-2ba7c0e52f89,whatsapp,primary_dataset,whatsapp,"I gave you 2B because the internal drain of the android, I suggest the WA should be able to store data like the FB, see, but if it is needed then it is downloaded... so that our internal Android isn't full of vidio2 and photos or so.",2021-07-18T22:15:37Z,10,en,1
32136986-02d6-428a-b99e-6befb56af96b,whatsapp,primary_dataset,whatsapp,His ringtones often bugle after removing caches and data,2021-07-18T19:56:43Z,0,en,1
bdfc9082-c704-4dbd-9453-221188585850,whatsapp,primary_dataset,whatsapp,"fontcolor="" # FFFF00""againcomestyou fontcolor="" # FFFF00""yes?????? it'salwaystoZOOOM sndri. fontcolor="" # FFFF00""Sdhin updatetothenew version fontcolor="" # FFFF00""cannotremovethedd datachace fontcolor="" # FFFF00""but also keeptoZOOOMS fontcolor="""" # FFFF00. fontcolor="" # FFFF00""How do you thinkabout the solution????? fontcolor="" # FFFF00""",2021-07-18T19:37:14Z,0,en,1
209194bc-46ce-4f7b-bf6a-cf8e660f3156,whatsapp,primary_dataset,whatsapp,Get update! &lt;i&gt;&lt;/i&gt; &lt;i&gt;&lt;/i&gt; &lt;i&gt;&lt;/i&gt; &lt;i&gt; Let's go! &lt;/i&gt; &lt;i&gt; Let's go! &lt;/i&gt; &lt;/i&gt; &lt;i&gt; Let's go! &lt;/i&gt; &lt;/i&gt; &lt;i&gt; Let's go! &lt;/i&gt; &lt;i&gt; Let's go!,2021-07-18T13:45:35Z,0,en,1
998065a6-9f72-4860-a505-e49d9d2bcc22,whatsapp,primary_dataset,whatsapp,Am I in the BLT recipient data?,2021-07-18T08:57:22Z,0,en,1
b924bb43-9ace-48c9-b938-a6194b9601bd,whatsapp,primary_dataset,whatsapp,Please take whatsapp..why my WA is blocked.. please confirm..because my personal and work data is in apk whatsapp.. please confirm..,2021-07-18T08:52:01Z,0,en,1
8bd3cdf8-b777-49af-af0a-88ef80397baa,whatsapp,primary_dataset,whatsapp,"The camera zoomed in, deleted the data and reset the factory suit. Just keep zooming in by yourself. Can you fix it?",2021-07-18T06:15:23Z,1,en,1
dd7dff4e-b74d-49e5-9ad7-8a613709ea37,whatsapp,primary_dataset,whatsapp,"All my chat data arrived to clear itself, pig applications.",2021-07-18T06:14:36Z,0,en,1
a1bc0ede-82bb-439b-89f3-76da9928f60f,whatsapp,primary_dataset,whatsapp,"This is how whatsapp, how come the camera in front of me is fine, why this morning tbtb zoom itself. please fix it, so it's uncomfortable if you put it like this.",2021-07-17T11:49:01Z,0,en,1
928fddb5-a98d-4409-9c69-bd8fdc3b6dea,whatsapp,primary_dataset,whatsapp,"Excuse me, min, this is why my whatssrup error can't be opened? &lt;i&gt;I said remove the chase.&lt;/i&gt; &lt;i&gt;I've still deleted the data.&lt;/i&gt; &lt;i&gt;I can't open it. &lt;i&gt;Please help it.",2021-07-17T07:56:42Z,13,en,1
b02d2e98-da50-4660-95c8-1d066feda441,whatsapp,primary_dataset,whatsapp,It's good. Google workers. Whatsapps can afford no privacy that can be kept secret.,2021-07-16T20:11:56Z,0,en,1
f100a006-20fa-473c-b085-36abba2b0389,whatsapp,primary_dataset,whatsapp,The camera suddenly zoomed in. It's until it's removed. The data still can't recover.,2021-07-16T20:05:41Z,1,en,1
f73e9081-71c4-4b07-8523-a72c0e09d76c,whatsapp,primary_dataset,whatsapp,"I'm disappointed by the new WA update app, please hear the user WA's complaint: I'm working every day in the field sending online data through wastsAp to send photos and PLN data but lately the photo has changed completely that if it's self-inflated/ngemzoom but if it's like normal and it's hard to estimate fit or not, I'm normal to take pictures and if there's no need to be recorded because it's just going to be full of rams,",2021-07-16T20:05:27Z,6,en,1
c512963f-61fc-4d63-bfb3-6125b11b8999,whatsapp,primary_dataset,whatsapp,Please do me a favor. My phone is blocked. I didn't do anything wrong.,2021-07-16T19:05:30Z,2,en,1
8919b88e-eab6-450e-b5e1-e56459f1ea8a,whatsapp,primary_dataset,whatsapp,"Zoom in on the camera, delete the data, cache,gerestart the phone but it's the same thing.",2021-07-16T17:08:02Z,0,en,1
1bf8afdd-3594-4b8b-84ec-3e8a0c9c5b3c,whatsapp,primary_dataset,whatsapp,"I rated two stars, why, because whatsapps that use camera are always zoom in, I've tried to reset, delete data, change numbers, and even re-install applications, but the problem hasn't been solved yet. For whosapp, please get it fixed and up again for a case like this, because it's not just me, maybe other users have experienced the same thing as me.",2021-07-16T16:02:40Z,435,en,1
893f2743-c963-4e2c-9033-bbc465b5de3c,whatsapp,primary_dataset,whatsapp,Kerestart itself and data instantly is missing,2021-07-16T06:41:48Z,0,en,1
bc6e0142-409d-4c40-b77b-25e3728e7c98,whatsapp,primary_dataset,whatsapp,What's wrong with being 2x as fast as in a few minutes?,2021-07-15T20:41:48Z,1,en,1
26fe9948-e9a3-4c7c-8790-9c27ac90da2c,whatsapp,primary_dataset,whatsapp,I don't feel like doing anything wrong. & violate policy. But suddenly my number is blocked. There's not even an email notice.,2021-07-15T12:07:16Z,0,en,1
a057670c-2175-4fdf-aed5-c21608f608ff,whatsapp,primary_dataset,whatsapp,What's up top isn't good? It's even worse.,2021-07-15T07:25:09Z,0,en,1
75674045-edbc-4185-a7d7-e4743413760c,whatsapp,primary_dataset,whatsapp,"WHEN THERE'S TO BE UPDATE THE NGE ZOOAM ALONE?? BUT WHEN THERE'S BEEN A DIXON OF THE NORMAL, HAVE I REEBOT HIS PHONE, I HAPUS DATA, THERE'S A PENTING CHAT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2021-07-14T22:43:40Z,0,en,1
ba111bbd-44ec-4ad1-b071-5d4a7e4dc2b2,whatsapp,primary_dataset,whatsapp,"I'm sorry. WAya can't send me a chat.. ..even if the data is so good, why can't you send me a chat?",2021-07-14T21:18:29Z,0,en,1
da889175-00a7-4ff3-8d00-728c939b95e2,whatsapp,primary_dataset,whatsapp,Not good on camera display to zoom the message in the notip file,2021-07-14T21:10:16Z,0,en,1
17f1d1f9-9816-4a00-a9e4-a0a9a9b21f1d,whatsapp,primary_dataset,whatsapp,"The more she serves... the more she wishes... the more good she is, the more she is, the more she is, the more she is, the more she is, the more she is, the more she is, the more she is, the more she is, the more she is, the more she is, the more she is, the more she is, the more she is, the less focused on service.",2021-07-14T21:05:33Z,0,en,1
4f8fdf10-1ee3-4a23-8fd5-a534f491989f,whatsapp,primary_dataset,whatsapp,"fontcolor="" # FFFF00""Staronefirst fontcolor="" # FFFF00""whentherearereportsofreviewsofthecam fontcolor="" # FFFF00"" ngzoom fontcolor="" # FFFF00""Igivethe 5stars fontcolor="" # FFFF00""it'slikeeveneveneven thoughI updateorremovethed fontcolor="" # FFFF00""iftherearenoreviews fontcolor="" # FFFF00""Imustbe forcedtoreturna telegram",2021-07-14T18:06:22Z,0,en,1
304cbaef-226b-48b2-9e1d-ca2655744a4b,whatsapp,primary_dataset,whatsapp,After os phone upgrade whatsapp couldn't share the location,2021-07-14T17:31:17Z,0,en,1
6021d3d4-9402-49d6-a7ba-5a456c765ea0,whatsapp,primary_dataset,whatsapp,"Unsuited after camera updata feels in zoom, please fix it",2021-07-14T17:25:49Z,0,en,1
d2487077-3e99-4941-b7ed-f4810f75f8b9,whatsapp,primary_dataset,whatsapp,"You can't share Story's status with Facebook, normally, but you can't do it right now.",2021-07-14T17:01:22Z,0,en,1
7db6e954-fd26-47b2-a24c-52b7b50719ac,whatsapp,primary_dataset,whatsapp,The data management is very hard to run.,2021-07-14T16:15:39Z,0,en,1
30f483bf-a3e1-4f69-b250-6f36bdf8afea,whatsapp,primary_dataset,whatsapp,"I'll give you one first. Since there are more important data, I'm correcting the google instructions.",2021-07-14T10:13:34Z,0,en,1
602cb102-9f99-4eb2-bbda-5aa62eeea100,whatsapp,primary_dataset,whatsapp,What's on the update is that the cameras are making their own comments.,2021-07-14T10:11:39Z,0,en,1
422ac75b-22c5-404f-8c6b-f7cb7a612c81,whatsapp,primary_dataset,whatsapp,Why is whatsapp data always 25gb up when it's not often used:,2021-07-14T05:51:30Z,0,en,1
f28b8e43-3f61-4acc-9685-2e7a01df0adf,whatsapp,primary_dataset,whatsapp,Why are you doing this? &lt;br /&gt;Why is today not good? &lt;i&gt;Please policy!&lt;/i&gt; &lt;i&gt;I just opened up and looked at the strangeness of my wife who was in the archives. &lt;i&gt;There are 134 to 21 where all my archives are! &lt;i&gt;Please don't fix this! &lt;/i&gt; &lt;i&gt;Please don't fix this! &lt;/i&gt; &lt;i&gt;lt;/i&gt; &lt;i&gt; Don't fix it. &lt;/i&gt; &lt;i&gt;,2021-07-14T03:56:42Z,6,en,1
1a1a69f6-a27e-4c6d-b726-e438a1c323d8,whatsapp,primary_dataset,whatsapp,"This is why now WhastApp a lot of RAM kills, a lot of data when the files aren't looking for anything.",2021-07-14T01:52:01Z,0,en,1
