user_id,location,language,account_created,follower_count,location_was_null,language_was_null,account_created_was_null,total_posts,total_likes,total_shares,total_comments,avg_likes,platforms_used,engagement_score
user_yhkk65jx,"Dubai, UAE",zh,2023-03-04,19947.0,0,0,0,7.0,7525.0,6755.0,4474.0,1075.0,5.0,3458.8
user_n7owi8hd,"Beijing, China",fr,2023-12-29,40734.0,0,0,0,6.0,9008.0,4627.0,2317.0,1501.3333333333333,4.0,2602.1666666666665
user_q3dvjt5a,"Barcelona, Spain",en,2023-01-02,25339.0,0,0,0,7.0,13524.0,5728.0,3866.0,1932.0,4.0,3457.5999999999995
user_uwu8hunq,"Melbourne, Australia",es,2023-04-12,47367.0,0,0,0,11.0,29764.0,11532.0,4328.0,2705.818181818182,5.0,5678.109090909091
user_weam2ohn,"Lyon, France",en,2023-04-14,12261.0,0,0,0,10.0,23292.0,10632.0,4935.0,2329.2,4.0,5341.2
user_v4objqex,"Madrid, Spain",hi,2023-11-15,16772.0,0,0,0,12.0,23308.0,10776.0,7895.0,1942.3333333333333,5.0,5782.966666666666
user_lgnt3fch,"Johannesburg, South Africa",fr,2023-03-29,46078.0,0,0,0,9.0,15516.0,6882.0,5258.0,1724.0,4.0,3978.2
user_d1drdipk,"Berlin, Germany",fr,2023-03-14,12883.0,0,0,0,6.0,18354.0,6468.0,3129.0,3059.0,3.0,4095.7
user_ll36h5wt,"Tokyo, Japan",ru,2023-07-02,29890.0,0,0,0,5.0,11980.0,3332.0,3511.0,2396.0,2.0,2899.8
user_abawq3v4,"Barcelona, Spain",fr,2023-11-16,27400.0,0,0,0,5.0,12370.0,4484.0,4283.0,2474.0,3.0,3438.7999999999997
user_668nidxi,"São Paulo, Brazil",pt,2023-07-24,17277.0,0,0,0,6.0,15159.0,6418.0,3272.0,2526.5,3.0,3843.0499999999997
user_tbi3l8f9,"Milan, Italy",pt,2023-03-11,5446.0,0,0,0,8.0,11565.0,7344.0,6082.0,1445.625,4.0,4142.4125
user_jxoe2fqh,"Shanghai, China",de,2023-06-17,3525.0,0,0,0,10.0,10271.0,8804.0,4688.0,1027.1,5.0,4092.35
user_sd7unhlc,"Tokyo, Japan",hi,2023-06-27,7258.0,0,0,0,7.0,16846.0,9204.0,3635.0,2406.5714285714284,3.0,4691.4857142857145
user_y1nqrc5b,"Beijing, China",ru,2023-09-23,27900.0,0,0,0,5.0,7687.0,7512.0,1603.0,1537.4,3.0,3342.9
user_q6b92sgq,"Munich, Germany",hi,2023-07-21,38254.0,0,0,0,9.0,27001.0,10385.0,5554.0,3000.1111111111113,4.0,5726.355555555556
user_sh3by87q,"Manchester, UK",hi,2023-10-14,30340.0,0,0,0,6.0,7526.0,3967.0,3547.0,1254.3333333333333,3.0,2526.6666666666665
user_udakufz1,"Houston, USA",pt,2023-03-04,30349.0,0,0,0,13.0,28268.0,12593.0,4616.0,2174.4615384615386,5.0,5788.330769230769
user_siuvpkza,"Chicago, USA",en,2023-09-05,49905.0,0,0,0,9.0,17134.0,10505.0,3690.0,1903.7777777777778,4.0,4841.388888888889
user_a2t91ioa,"São Paulo, Brazil",ar,2023-03-23,5217.0,0,0,0,6.0,11505.0,4758.0,2988.0,1917.5,3.0,2983.7499999999995
user_kxujr0gz,"Los Angeles, USA",pt,2023-02-04,34963.0,0,0,0,11.0,35465.0,15312.0,6296.0,3224.090909090909,5.0,7464.845454545454
user_ggnjpujh,Singapore,hi,2023-10-22,35532.0,0,0,0,14.0,34721.0,16679.0,6684.0,2480.0714285714284,5.0,7580.535714285715
user_mkqbrm43,"Houston, USA",de,2023-01-14,16581.0,0,0,0,1.0,2387.0,1711.0,627.0,2387.0,1.0,1832.2
user_ysboqq66,Singapore,pt,2023-01-07,22756.0,0,0,0,3.0,7857.0,4165.0,2050.0,2619.0,3.0,2969.0
user_cyqqg8x5,"Mexico City, Mexico",zh,2023-12-04,44679.0,0,0,0,13.0,26219.0,13116.0,7196.0,2016.8461538461538,4.0,6382.423076923076
user_icpx666o,"Chicago, USA",es,2023-02-28,36087.0,0,0,0,7.0,12520.0,4538.0,2600.0,1788.5714285714287,3.0,2775.6857142857143
user_v7kjzia8,"Shanghai, China",de,2023-08-09,36584.0,0,0,0,6.0,15487.0,5692.0,3995.0,2581.1666666666665,5.0,3797.1833333333334
user_m6q38p8n,"Rio de Janeiro, Brazil",ru,2023-08-20,19975.0,0,0,0,4.0,10511.0,4550.0,2645.0,2627.75,3.0,3207.875
user_i16blt5c,"Lagos, Nigeria",fr,2023-01-12,15494.0,0,0,0,7.0,15809.0,6896.0,3316.0,2258.4285714285716,3.0,3861.2142857142853
user_c48hfo1e,"Tokyo, Japan",ja,2023-04-02,30991.0,0,0,0,10.0,25087.0,11955.0,6034.0,2508.7,4.0,6047.650000000001
user_gbfw65um,"Dubai, UAE",ja,2023-01-21,3210.0,0,0,0,6.0,11571.0,8053.0,3563.0,1928.5,3.0,4092.75
user_tndo3hfx,"Berlin, Germany",de,2023-05-31,43803.0,0,0,0,9.0,15483.0,5838.0,5107.0,1720.3333333333333,5.0,3632.9666666666667
user_j7hru6kk,"Lyon, France",ar,2023-02-25,26012.0,0,0,0,4.0,4852.0,4681.0,2554.0,1213.0,3.0,2521.6
user_85468fb8,"Delhi, India",pt,2023-09-22,16049.0,0,0,0,6.0,14142.0,6093.0,4203.0,2357.0,3.0,3846.9999999999995
user_zzq2044c,"Delhi, India",ar,2023-02-09,34915.0,0,0,0,12.0,23587.0,10673.0,5186.0,1965.5833333333333,4.0,5221.891666666666
user_9jvugme4,"Berlin, Germany",en,2023-08-25,47684.0,0,0,0,6.0,12328.0,5364.0,2282.0,2054.6666666666665,4.0,3092.9333333333334
user_wwk361ip,"Paris, France",fr,2023-02-17,25982.0,0,0,0,8.0,24584.0,7515.0,5036.0,3073.0,4.0,4798.2
user_wjb4dk42,"Sydney, Australia",de,2023-05-24,35720.0,0,0,0,8.0,19452.0,8393.0,5153.0,2431.5,4.0,4764.25
user_bq4m0de9,"Munich, Germany",zh,2023-08-21,47615.0,0,0,0,10.0,17995.0,9969.0,4846.0,1799.5,3.0,4859.65
user_zq5mipiu,"New York, USA",ja,2023-11-11,38518.0,0,0,0,5.0,13469.0,6000.0,3418.0,2693.8,1.0,3830.5
user_ny9vh0cg,"Chicago, USA",ja,2023-03-30,6479.0,0,0,0,8.0,17272.0,8487.0,3103.0,2159.0,3.0,4246.2
user_g6l0e61e,"London, UK",de,2023-03-04,48312.0,0,0,0,6.0,9780.0,4411.0,4046.0,1630.0,3.0,2947.5
user_sniodvjg,"São Paulo, Brazil",es,2023-09-16,23961.0,0,0,0,11.0,13573.0,11979.0,6324.0,1233.909090909091,5.0,5475.454545454545
user_xwnpfnpm,"Delhi, India",es,2023-02-21,35374.0,0,0,0,9.0,11428.0,11239.0,3596.0,1269.7777777777778,5.0,4725.788888888888
user_x8d4tmgt,"Seoul, South Korea",hi,2023-10-13,3965.0,0,0,0,8.0,12273.0,10910.0,4336.0,1534.125,4.0,4907.2625
user_v1jddj2m,"Osaka, Japan",fr,2023-09-29,40890.0,0,0,0,8.0,21303.0,7510.0,3085.0,2662.875,4.0,4201.4375
user_3xgp44s2,"Beijing, China",es,2023-09-19,11935.0,0,0,0,11.0,20944.0,11915.0,5966.0,1904.0,4.0,5719.7
user_0e2how9t,"Melbourne, Australia",hi,2023-09-03,23563.0,0,0,0,6.0,20853.0,7466.0,2497.0,3475.5,3.0,4476.95
user_k7t9n4sb,"Rio de Janeiro, Brazil",hi,2023-02-25,4767.0,0,0,0,7.0,14958.0,3973.0,3718.0,2136.8571428571427,3.0,3003.928571428571
user_ipc8wvdz,"Houston, USA",fr,2023-09-24,9612.0,0,0,0,6.0,10713.0,8903.0,2400.0,1785.5,4.0,4043.65
user_k9blda2m,"Shanghai, China",ar,2023-08-20,42330.0,0,0,0,4.0,3527.0,2096.0,2361.0,881.75,3.0,1541.875
user_zp2gw1bo,"Chicago, USA",de,2023-01-20,4869.0,0,0,0,7.0,23240.0,6409.0,2758.0,3320.0,4.0,4134.3
user_ceim4vux,"Seoul, South Korea",hi,2023-11-13,40811.0,0,0,0,12.0,28441.0,11324.0,5392.0,2370.0833333333335,4.0,5660.641666666666
user_uwheu707,"Osaka, Japan",ja,2023-02-11,9366.0,0,0,0,8.0,16622.0,8071.0,5127.0,2077.75,5.0,4485.575
user_0eufcipi,"Beijing, China",pt,2023-08-18,27089.0,0,0,0,7.0,16224.0,5322.0,4341.0,2317.714285714286,3.0,3623.6571428571424
user_ymg2zu9s,"São Paulo, Brazil",ru,2023-09-14,43449.0,0,0,0,11.0,28925.0,9874.0,4656.0,2629.5454545454545,4.0,5208.172727272727
user_xa1s1sd5,"Milan, Italy",es,2023-11-26,37758.0,0,0,0,12.0,24109.0,14864.0,7213.0,2009.0833333333333,5.0,6906.341666666667
user_a7p5u7lh,"Osaka, Japan",es,2023-07-25,25497.0,0,0,0,9.0,26856.0,7914.0,4470.0,2984.0,5.0,4760.2
user_hkiyc5fm,"Paris, France",ar,2023-10-21,125.0,0,0,0,9.0,14263.0,9418.0,3027.0,1584.7777777777778,5.0,4223.188888888889
user_9iukejuf,"Manchester, UK",en,2023-04-03,13279.0,0,0,0,6.0,14075.0,3904.0,3668.0,2345.8333333333335,3.0,3077.7166666666667
user_n020jpbl,"Rome, Italy",en,2023-09-08,14263.0,0,0,0,9.0,9158.0,7042.0,4441.0,1017.5555555555555,3.0,3509.5777777777776
user_jsmxpwu0,"Lagos, Nigeria",ar,2023-09-09,31041.0,0,0,0,5.0,14491.0,6807.0,2146.0,2898.2,3.0,3920.3999999999996
user_tyvzn6ay,"London, UK",fr,2023-09-05,46141.0,0,0,0,15.0,43905.0,12019.0,6970.0,2927.0,5.0,6463.2
user_i2p1s57x,"Seoul, South Korea",es,2023-04-25,33834.0,0,0,0,7.0,17881.0,8409.0,3531.0,2554.4285714285716,4.0,4506.114285714286
user_8wm37pk5,"Dubai, UAE",pt,2023-07-03,5193.0,0,0,0,6.0,15909.0,6448.0,3885.0,2651.5,3.0,4037.1499999999996
user_ien1skk9,"London, UK",pt,2023-01-23,23189.0,0,0,0,9.0,18699.0,7873.0,3446.0,2077.6666666666665,4.0,4089.9333333333334
user_romhzbq7,"Johannesburg, South Africa",fr,2023-06-14,39722.0,0,0,0,8.0,14354.0,8036.0,2947.0,1794.25,4.0,3897.325
user_dbqn2wg3,"Osaka, Japan",zh,2023-06-21,14408.0,0,0,0,7.0,21218.0,7574.0,2514.0,3031.1428571428573,5.0,4290.571428571428
user_pfk3usin,"Mumbai, India",es,2023-10-24,12664.0,0,0,0,6.0,11953.0,7944.0,2846.0,1992.1666666666667,4.0,3948.4833333333336
user_8c6s6m9l,"Johannesburg, South Africa",fr,2023-05-27,45852.0,0,0,0,7.0,18674.0,4571.0,2995.0,2667.714285714286,4.0,3304.157142857143
user_d6tjszz8,"Melbourne, Australia",fr,2023-03-24,37186.0,0,0,0,14.0,36967.0,12993.0,8060.0,2640.5,5.0,6830.15
user_kjuts840,"Seoul, South Korea",zh,2023-11-16,21560.0,0,0,0,2.0,3288.0,2853.0,801.0,1644.0,1.0,1838.1000000000001
user_5dciucw4,Singapore,fr,2023-12-21,19889.0,0,0,0,5.0,13898.0,6755.0,3385.0,2779.6,3.0,4093.3
user_0c5vu9wm,"Lagos, Nigeria",ru,2023-09-27,43214.0,0,0,0,4.0,9264.0,5069.0,2538.0,2316.0,2.0,3186.2999999999997
user_yimb5r96,"Lyon, France",en,2023-06-19,24755.0,0,0,0,6.0,13313.0,1675.0,3817.0,2218.8333333333335,4.0,2375.3166666666666
user_2c5wzose,"Lagos, Nigeria",zh,2023-07-21,28647.0,0,0,0,3.0,12031.0,2991.0,1489.0,4010.3333333333335,3.0,3200.266666666667
user_zyptgxi8,"Shanghai, China",ar,2023-02-17,47455.0,0,0,0,12.0,40261.0,10556.0,5041.0,3355.0833333333335,3.0,5852.541666666666
user_hdas0iau,"Rio de Janeiro, Brazil",ja,2023-10-31,1620.0,0,0,0,16.0,34687.0,20331.0,8829.0,2167.9375,5.0,8949.06875
user_6qlz8pe6,"Milan, Italy",fr,2023-10-01,17169.0,0,0,0,4.0,84.0,4139.0,2392.0,21.0,3.0,1730.6000000000001
user_tzroeifo,"Melbourne, Australia",pt,2023-11-09,6268.0,0,0,0,7.0,21720.0,6697.0,3482.0,3102.8571428571427,4.0,4256.928571428571
user_7b09zod9,"Munich, Germany",ru,2023-06-17,23147.0,0,0,0,8.0,20888.0,6972.0,4132.0,2611.0,4.0,4223.5
user_py58gal3,"Chicago, USA",fr,2023-11-10,46803.0,0,0,0,8.0,6918.0,6005.0,4576.0,864.75,4.0,3149.075
user_jh1l7apn,"Lyon, France",de,2023-12-02,13388.0,0,0,0,10.0,21733.0,8001.0,5524.0,2173.3,5.0,4591.75
user_m0adcouo,"Beijing, China",hi,2023-12-23,19858.0,0,0,0,10.0,25741.0,8620.0,4057.0,2574.1,4.0,4684.450000000001
user_emlc2ijs,"Mumbai, India",zh,2023-07-15,42097.0,0,0,0,6.0,17162.0,5595.0,4514.0,2860.3333333333335,4.0,4011.466666666667
user_z3z18l5y,"Johannesburg, South Africa",fr,2023-04-11,46150.0,0,0,0,11.0,30327.0,12826.0,7081.0,2757.0,4.0,6642.499999999999
user_x7umkbiv,"New York, USA",pt,2023-07-25,19280.0,0,0,0,11.0,25603.0,12400.0,5444.0,2327.5454545454545,5.0,5972.572727272727
user_zqv2vrf5,"Vancouver, Canada",es,2023-09-17,13531.0,0,0,0,22.0,55303.0,23066.0,12016.0,2513.7727272727275,5.0,10579.886363636364
user_otp3d47s,"Mumbai, India",de,2023-05-13,45599.0,0,0,0,3.0,6549.0,3297.0,2636.0,2183.0,2.0,2607.8
user_btviyu88,"Barcelona, Spain",hi,2023-05-15,8121.0,0,0,0,5.0,13548.0,3442.0,2162.0,2709.6,2.0,2819.7999999999997
user_jhknjb2o,"Manchester, UK",ar,2023-12-09,26342.0,0,0,0,6.0,11827.0,6892.0,2643.0,1971.1666666666667,3.0,3581.7833333333333
user_j6qnfn0n,"Sydney, Australia",fr,2023-07-16,10053.0,0,0,0,4.0,12209.0,4259.0,2682.0,3052.25,2.0,3340.225
user_dvoklay9,"Rio de Janeiro, Brazil",en,2023-04-01,47705.0,0,0,0,5.0,13767.0,4779.0,2953.0,2753.4,4.0,3401.0
user_6f3gl5ci,"Los Angeles, USA",fr,2023-11-16,11240.0,0,0,0,3.0,6108.0,4453.0,1177.0,2036.0,2.0,2589.2999999999997
user_va78mz39,"Vancouver, Canada",ru,2023-12-13,34585.0,0,0,0,12.0,35128.0,11094.0,7516.0,2927.3333333333335,5.0,6295.066666666667
user_shca6bkp,"London, UK",zh,2023-10-27,33313.0,0,0,0,6.0,19429.0,5620.0,3468.0,3238.1666666666665,4.0,3998.683333333333
user_6kjv32kv,"Los Angeles, USA",de,2023-01-30,15858.0,0,0,0,7.0,13823.0,6503.0,4145.0,1974.7142857142858,5.0,3767.2571428571428
user_tj1hwx21,"Lyon, France",en,2023-03-06,24706.0,0,0,0,10.0,14540.0,8319.0,4839.0,1454.0,5.0,4190.5
user_k7tyv3h1,"Mumbai, India",en,2023-12-13,24378.0,0,0,0,4.0,6548.0,3694.0,2268.0,1637.0,2.0,2380.3
user_y9bjiho1,"Mumbai, India",zh,2023-11-12,24858.0,0,0,0,13.0,36169.0,18539.0,7248.0,2782.230769230769,5.0,8402.415384615384
user_1tqy94o2,"Paris, France",hi,2023-04-25,28391.0,0,0,0,4.0,-2924.0,3927.0,3391.0,-731.0,2.0,1490.8
user_t6hlzu33,"Seoul, South Korea",es,2023-12-24,18568.0,0,0,0,9.0,18508.0,10766.0,2975.0,2056.4444444444443,4.0,4853.022222222222
user_xm374vm6,"Lyon, France",de,2023-05-27,15594.0,0,0,0,6.0,17895.0,6894.0,2685.0,2982.5,4.0,4096.45
user_3k0yqpvo,"Tokyo, Japan",es,2023-12-14,247.0,0,0,0,4.0,10388.0,2187.0,1904.0,2597.0,2.0,2335.4
user_y0n4ki5k,"Rome, Italy",hi,2023-04-16,45836.0,0,0,0,6.0,5689.0,3751.0,2210.0,948.1666666666666,3.0,2041.3833333333332
user_6sfxy8pg,"Cairo, Egypt",ru,2023-08-12,20348.0,0,0,0,5.0,13341.0,5171.0,3021.0,2668.2,4.0,3489.5999999999995
user_eyak9wgy,"Cairo, Egypt",fr,2023-03-18,34393.0,0,0,0,6.0,11789.0,5362.0,3225.0,1964.8333333333333,3.0,3236.0166666666664
user_74ipdtjp,"Tokyo, Japan",fr,2023-04-01,42718.0,0,0,0,12.0,23760.0,13368.0,7286.0,1980.0,5.0,6457.599999999999
user_0osqp2dw,"New York, USA",hi,2023-03-20,6432.0,0,0,0,7.0,21498.0,7530.0,3103.0,3071.1428571428573,3.0,4415.171428571429
user_xk2789p4,"Barcelona, Spain",hi,2023-04-05,42164.0,0,0,0,7.0,22785.0,6453.0,3095.0,3255.0,4.0,4182.4
user_y5wi0qgb,"Rio de Janeiro, Brazil",ar,2023-01-26,43746.0,0,0,0,10.0,15123.0,11428.0,3994.0,1512.3,5.0,4983.35
user_v3iny1iu,"Seoul, South Korea",de,2023-03-25,39123.0,0,0,0,8.0,14096.0,6651.0,4082.0,1762.0,5.0,3692.7000000000003
user_1xh81tt1,"Rio de Janeiro, Brazil",en,2023-10-25,12104.0,0,0,0,6.0,8660.0,7261.0,2237.0,1443.3333333333333,2.0,3347.3666666666663
user_ke2aznap,"Dubai, UAE",ru,2023-07-19,25705.0,0,0,0,7.0,5598.0,7887.0,3623.0,799.7142857142857,4.0,3490.5571428571425
user_nqv4azql,"Mexico City, Mexico",de,2023-04-18,22949.0,0,0,0,8.0,16951.0,10543.0,2624.0,2118.875,3.0,4747.1375
user_z9g0ws77,"Milan, Italy",es,2023-11-28,36413.0,0,0,0,8.0,18192.0,9753.0,5038.0,2274.0,4.0,5070.5
user_w66b5uk0,"Manchester, UK",hi,2023-09-02,17208.0,0,0,0,11.0,27359.0,9320.0,5227.0,2487.181818181818,5.0,5084.99090909091
user_hftncqwg,"Osaka, Japan",en,2023-05-05,35741.0,0,0,0,11.0,21885.0,10430.0,4987.0,1989.5454545454545,5.0,5121.172727272728
user_puoma5kg,"Shanghai, China",pt,2023-10-20,33595.0,0,0,0,7.0,18391.0,6415.0,3465.0,2627.285714285714,3.0,3931.142857142857
user_3ec3xlij,"Mumbai, India",ar,2023-10-20,42106.0,0,0,0,7.0,19183.0,7131.0,3780.0,2740.4285714285716,2.0,4265.5142857142855
user_7ctvaq92,"Shanghai, China",de,2023-06-23,40739.0,0,0,0,6.0,10029.0,8309.0,2926.0,1671.5,4.0,3913.6499999999996
user_bouxcpei,"Milan, Italy",fr,2023-05-04,10486.0,0,0,0,12.0,27686.0,11479.0,5494.0,2307.1666666666665,4.0,5696.083333333333
user_r94xmwwi,"São Paulo, Brazil",ja,2023-09-23,13366.0,0,0,0,13.0,28618.0,13916.0,6719.0,2201.3846153846152,5.0,6619.292307692308
user_30jx467t,"Rio de Janeiro, Brazil",zh,2023-03-16,26128.0,0,0,0,3.0,3379.0,2661.0,2220.0,1126.3333333333333,2.0,1805.4666666666667
user_ze3qol7q,"Mumbai, India",de,2023-02-18,16102.0,0,0,0,5.0,10174.0,4257.0,1792.0,2034.8,3.0,2652.9
user_cgajq4il,"Lyon, France",hi,2023-03-23,13722.0,0,0,0,8.0,24461.0,8794.0,4795.0,3057.625,4.0,5126.0125
user_qtpvdjjh,"Osaka, Japan",ar,2023-12-24,11385.0,0,0,0,8.0,15046.0,9237.0,5164.0,1880.75,4.0,4744.275
user_d6tkz8qs,"Rio de Janeiro, Brazil",fr,2023-04-09,43203.0,0,0,0,12.0,29379.0,12180.0,4979.0,2448.25,5.0,5873.925
user_8t4e9hnl,"Paris, France",ar,2023-02-02,18137.0,0,0,0,7.0,24513.0,5931.0,3329.0,3501.8571428571427,4.0,4196.028571428571
user_7qv6le3v,"Barcelona, Spain",hi,2023-12-21,48814.0,0,0,0,11.0,21702.0,7240.0,6482.0,1972.909090909091,4.0,4454.854545454546
user_d3z3d8ys,"Mumbai, India",en,2023-03-12,25077.0,0,0,0,11.0,27138.0,12438.0,5644.0,2467.090909090909,4.0,6093.745454545454
user_vw9pi7nt,"Toronto, Canada",zh,2023-10-16,31294.0,0,0,0,9.0,17032.0,11725.0,5166.0,1892.4444444444443,3.0,5496.922222222222
user_ur1cqbvt,"Vancouver, Canada",hi,2023-09-20,16616.0,0,0,0,4.0,6542.0,2497.0,1480.0,1635.5,3.0,1862.85
user_bxx2q7ss,"Manchester, UK",zh,2023-03-01,32190.0,0,0,0,7.0,17480.0,7027.0,3049.0,2497.1428571428573,5.0,3966.471428571429
user_e33tyryb,"Berlin, Germany",hi,2023-02-16,40671.0,0,0,0,12.0,29571.0,9404.0,6683.0,2464.25,4.0,5389.925
user_yx0kbvbm,"Houston, USA",fr,2023-12-13,33957.0,0,0,0,7.0,15416.0,6717.0,4431.0,2202.285714285714,5.0,4002.442857142857
user_eskzkba8,"Toronto, Canada",de,2023-09-15,4021.0,0,0,0,3.0,6054.0,3917.0,2115.0,2018.0,2.0,2607.1
user_zqzqyysg,Singapore,ru,2023-02-07,30088.0,0,0,0,8.0,27244.0,11044.0,4454.0,3405.5,3.0,5906.75
user_4wxjuaif,"New York, USA",en,2023-12-27,39522.0,0,0,0,8.0,17762.0,7752.0,3616.0,2220.25,2.0,4158.925
