user_id,location,language,account_created,follower_count,location_was_null,language_was_null,account_created_was_null
user_jxoe2fqh,"Shanghai, China",de,2023-06-17,3525.0,0,0,0
user_sd7unhlc,"Tokyo, Japan",hi,2023-06-27,7258.0,0,0,0
user_y1nqrc5b,"Beijing, China",ru,2023-09-23,27900.0,0,0,0
user_q6b92sgq,"Munich, Germany",hi,2023-07-21,38254.0,0,0,0
user_sh3by87q,"Manchester, UK",hi,2023-10-14,30340.0,0,0,0
user_udakufz1,"Houston, USA",pt,2023-03-04,30349.0,0,0,0
user_siuvpkza,"Chicago, USA",en,2023-09-05,49905.0,0,0,0
user_a2t91ioa,"São Paulo, Brazil",ar,2023-03-23,5217.0,0,0,0
user_kxujr0gz,"Los Angeles, USA",pt,2023-02-04,34963.0,0,0,0
user_ggnjpujh,Singapore,hi,2023-10-22,35532.0,0,0,0
user_mkqbrm43,"Houston, USA",de,2023-01-14,16581.0,0,0,0
user_ysboqq66,Singapore,pt,2023-01-07,22756.0,0,0,0
user_cyqqg8x5,"Mexico City, Mexico",zh,2023-12-04,44679.0,0,0,0
user_icpx666o,"Chicago, USA",es,2023-02-28,36087.0,0,0,0
user_v7kjzia8,"Shanghai, China",de,2023-08-09,36584.0,0,0,0
user_m6q38p8n,"Rio de Janeiro, Brazil",ru,2023-08-20,19975.0,0,0,0
user_i16blt5c,"Lagos, Nigeria",fr,2023-01-12,15494.0,0,0,0
user_c48hfo1e,"Tokyo, Japan",ja,2023-04-02,30991.0,0,0,0
user_gbfw65um,"Dubai, UAE",ja,2023-01-21,3210.0,0,0,0
user_tndo3hfx,"Berlin, Germany",de,2023-05-31,43803.0,0,0,0
user_j7hru6kk,"Lyon, France",ar,2023-02-25,26012.0,0,0,0
user_85468fb8,"Delhi, India",pt,2023-09-22,16049.0,0,0,0
user_zzq2044c,"Delhi, India",ar,2023-02-09,34915.0,0,0,0
user_9jvugme4,"Berlin, Germany",en,2023-08-25,47684.0,0,0,0
user_wwk361ip,"Paris, France",fr,2023-02-17,25982.0,0,0,0
user_wjb4dk42,"Sydney, Australia",de,2023-05-24,35720.0,0,0,0
user_bq4m0de9,"Munich, Germany",zh,2023-08-21,47615.0,0,0,0
user_zq5mipiu,"New York, USA",ja,2023-11-11,38518.0,0,0,0
user_ny9vh0cg,"Chicago, USA",ja,2023-03-30,6479.0,0,0,0
user_g6l0e61e,"London, UK",de,2023-03-04,48312.0,0,0,0
user_sniodvjg,"São Paulo, Brazil",es,2023-09-16,23961.0,0,0,0
user_xwnpfnpm,"Delhi, India",es,2023-02-21,35374.0,0,0,0
user_x8d4tmgt,"Seoul, South Korea",hi,2023-10-13,3965.0,0,0,0
user_v1jddj2m,"Osaka, Japan",fr,2023-09-29,40890.0,0,0,0
user_3xgp44s2,"Beijing, China",es,2023-09-19,11935.0,0,0,0
user_0e2how9t,"Melbourne, Australia",hi,2023-09-03,23563.0,0,0,0
user_k7t9n4sb,"Rio de Janeiro, Brazil",hi,2023-02-25,4767.0,0,0,0
user_ipc8wvdz,"Houston, USA",fr,2023-09-24,9612.0,0,0,0
user_k9blda2m,"Shanghai, China",ar,2023-08-20,42330.0,0,0,0
user_zp2gw1bo,"Chicago, USA",de,2023-01-20,4869.0,0,0,0
user_ceim4vux,"Seoul, South Korea",hi,2023-11-13,40811.0,0,0,0
user_uwheu707,"Osaka, Japan",ja,2023-02-11,9366.0,0,0,0
user_0eufcipi,"Beijing, China",pt,2023-08-18,27089.0,0,0,0
user_ymg2zu9s,"São Paulo, Brazil",ru,2023-09-14,43449.0,0,0,0
user_xa1s1sd5,"Milan, Italy",es,2023-11-26,37758.0,0,0,0
user_a7p5u7lh,"Osaka, Japan",es,2023-07-25,25497.0,0,0,0
user_hkiyc5fm,"Paris, France",ar,2023-10-21,125.0,0,0,0
user_9iukejuf,"Manchester, UK",en,2023-04-03,13279.0,0,0,0
user_n020jpbl,"Rome, Italy",en,2023-09-08,14263.0,0,0,0
user_jsmxpwu0,"Lagos, Nigeria",ar,2023-09-09,31041.0,0,0,0
user_tyvzn6ay,"London, UK",fr,2023-09-05,46141.0,0,0,0
user_i2p1s57x,"Seoul, South Korea",es,2023-04-25,33834.0,0,0,0
user_8wm37pk5,"Dubai, UAE",pt,2023-07-03,5193.0,0,0,0
user_ien1skk9,"London, UK",pt,2023-01-23,23189.0,0,0,0
user_romhzbq7,"Johannesburg, South Africa",fr,2023-06-14,39722.0,0,0,0
user_dbqn2wg3,"Osaka, Japan",zh,2023-06-21,14408.0,0,0,0
user_pfk3usin,"Mumbai, India",es,2023-10-24,12664.0,0,0,0
user_8c6s6m9l,"Johannesburg, South Africa",fr,2023-05-27,45852.0,0,0,0
user_d6tjszz8,"Melbourne, Australia",fr,2023-03-24,37186.0,0,0,0
user_kjuts840,"Seoul, South Korea",zh,2023-11-16,21560.0,0,0,0
user_5dciucw4,Singapore,fr,2023-12-21,19889.0,0,0,0
user_0c5vu9wm,"Lagos, Nigeria",ru,2023-09-27,43214.0,0,0,0
user_yimb5r96,"Lyon, France",en,2023-06-19,24755.0,0,0,0
user_2c5wzose,"Lagos, Nigeria",zh,2023-07-21,28647.0,0,0,0
user_zyptgxi8,"Shanghai, China",ar,2023-02-17,47455.0,0,0,0
user_hdas0iau,"Rio de Janeiro, Brazil",ja,2023-10-31,1620.0,0,0,0
user_6qlz8pe6,"Milan, Italy",fr,2023-10-01,17169.0,0,0,0
user_tzroeifo,"Melbourne, Australia",pt,2023-11-09,6268.0,0,0,0
user_7b09zod9,"Munich, Germany",ru,2023-06-17,23147.0,0,0,0
user_py58gal3,"Chicago, USA",fr,2023-11-10,46803.0,0,0,0
user_jh1l7apn,"Lyon, France",de,2023-12-02,13388.0,0,0,0
user_m0adcouo,"Beijing, China",hi,2023-12-23,19858.0,0,0,0
user_emlc2ijs,"Mumbai, India",zh,2023-07-15,42097.0,0,0,0
user_z3z18l5y,"Johannesburg, South Africa",fr,2023-04-11,46150.0,0,0,0
user_x7umkbiv,"New York, USA",pt,2023-07-25,19280.0,0,0,0
user_zqv2vrf5,"Vancouver, Canada",es,2023-09-17,13531.0,0,0,0
user_otp3d47s,"Mumbai, India",de,2023-05-13,45599.0,0,0,0
user_btviyu88,"Barcelona, Spain",hi,2023-05-15,8121.0,0,0,0
user_jhknjb2o,"Manchester, UK",ar,2023-12-09,26342.0,0,0,0
user_j6qnfn0n,"Sydney, Australia",fr,2023-07-16,10053.0,0,0,0
user_dvoklay9,"Rio de Janeiro, Brazil",en,2023-04-01,47705.0,0,0,0
user_6f3gl5ci,"Los Angeles, USA",fr,2023-11-16,11240.0,0,0,0
user_va78mz39,"Vancouver, Canada",ru,2023-12-13,34585.0,0,0,0
user_shca6bkp,"London, UK",zh,2023-10-27,33313.0,0,0,0
user_6kjv32kv,"Los Angeles, USA",de,2023-01-30,15858.0,0,0,0
user_tj1hwx21,"Lyon, France",en,2023-03-06,24706.0,0,0,0
user_k7tyv3h1,"Mumbai, India",en,2023-12-13,24378.0,0,0,0
user_y9bjiho1,"Mumbai, India",zh,2023-11-12,24858.0,0,0,0
user_1tqy94o2,"Paris, France",hi,2023-04-25,28391.0,0,0,0
user_t6hlzu33,"Seoul, South Korea",es,2023-12-24,18568.0,0,0,0
user_xm374vm6,"Lyon, France",de,2023-05-27,15594.0,0,0,0
user_3k0yqpvo,"Tokyo, Japan",es,2023-12-14,247.0,0,0,0
user_y0n4ki5k,"Rome, Italy",hi,2023-04-16,45836.0,0,0,0
user_6sfxy8pg,"Cairo, Egypt",ru,2023-08-12,20348.0,0,0,0
user_eyak9wgy,"Cairo, Egypt",fr,2023-03-18,34393.0,0,0,0
user_74ipdtjp,"Tokyo, Japan",fr,2023-04-01,42718.0,0,0,0
user_0osqp2dw,"New York, USA",hi,2023-03-20,6432.0,0,0,0
user_xk2789p4,"Barcelona, Spain",hi,2023-04-05,42164.0,0,0,0
user_y5wi0qgb,"Rio de Janeiro, Brazil",ar,2023-01-26,43746.0,0,0,0
user_v3iny1iu,"Seoul, South Korea",de,2023-03-25,39123.0,0,0,0
user_1xh81tt1,"Rio de Janeiro, Brazil",en,2023-10-25,12104.0,0,0,0
user_ke2aznap,"Dubai, UAE",ru,2023-07-19,25705.0,0,0,0
user_nqv4azql,"Mexico City, Mexico",de,2023-04-18,22949.0,0,0,0
user_z9g0ws77,"Milan, Italy",es,2023-11-28,36413.0,0,0,0
user_w66b5uk0,"Manchester, UK",hi,2023-09-02,17208.0,0,0,0
user_hftncqwg,"Osaka, Japan",en,2023-05-05,35741.0,0,0,0
user_puoma5kg,"Shanghai, China",pt,2023-10-20,33595.0,0,0,0
user_3ec3xlij,"Mumbai, India",ar,2023-10-20,42106.0,0,0,0
user_7ctvaq92,"Shanghai, China",de,2023-06-23,40739.0,0,0,0
user_bouxcpei,"Milan, Italy",fr,2023-05-04,10486.0,0,0,0
user_r94xmwwi,"São Paulo, Brazil",ja,2023-09-23,13366.0,0,0,0
user_30jx467t,"Rio de Janeiro, Brazil",zh,2023-03-16,26128.0,0,0,0
user_ze3qol7q,"Mumbai, India",de,2023-02-18,16102.0,0,0,0
user_cgajq4il,"Lyon, France",hi,2023-03-23,13722.0,0,0,0
user_qtpvdjjh,"Osaka, Japan",ar,2023-12-24,11385.0,0,0,0
user_d6tkz8qs,"Rio de Janeiro, Brazil",fr,2023-04-09,43203.0,0,0,0
user_8t4e9hnl,"Paris, France",ar,2023-02-02,18137.0,0,0,0
user_7qv6le3v,"Barcelona, Spain",hi,2023-12-21,48814.0,0,0,0
user_d3z3d8ys,"Mumbai, India",en,2023-03-12,25077.0,0,0,0
user_vw9pi7nt,"Toronto, Canada",zh,2023-10-16,31294.0,0,0,0
user_ur1cqbvt,"Vancouver, Canada",hi,2023-09-20,16616.0,0,0,0
user_bxx2q7ss,"Manchester, UK",zh,2023-03-01,32190.0,0,0,0
user_e33tyryb,"Berlin, Germany",hi,2023-02-16,40671.0,0,0,0
user_yx0kbvbm,"Houston, USA",fr,2023-12-13,33957.0,0,0,0
user_eskzkba8,"Toronto, Canada",de,2023-09-15,4021.0,0,0,0
user_zqzqyysg,Singapore,ru,2023-02-07,30088.0,0,0,0
user_4wxjuaif,"New York, USA",en,2023-12-27,39522.0,0,0,0
user_yotuyqas,"Seoul, South Korea",fr,2023-01-31,19591.0,0,0,0
user_uer432k7,"Los Angeles, USA",ja,2023-10-28,2023.0,0,0,0
user_rkw2mic0,"Chicago, USA",ar,2023-01-23,21014.0,0,0,0
user_yd705rj9,"Los Angeles, USA",zh,2023-02-11,46165.0,0,0,0
user_nudota2x,Singapore,pt,2023-12-01,17212.0,0,0,0
user_p9rj0hnr,"Madrid, Spain",zh,2023-05-15,48134.0,0,0,0
user_q3vs0uj7,"Manchester, UK",ja,2023-01-12,32714.0,0,0,0
user_vdr1clyk,"Berlin, Germany",ru,2023-09-05,42746.0,0,0,0
user_xnin9vng,"Munich, Germany",es,2023-12-31,35176.0,0,0,0
user_g2dekwc7,"Madrid, Spain",es,2023-06-06,3698.0,0,0,0
user_r3r59q7h,"Los Angeles, USA",ja,2023-06-09,32753.0,0,0,0
user_4k5n0jkk,"Munich, Germany",pt,2023-11-17,9309.0,0,0,0
user_4tziovr6,"São Paulo, Brazil",zh,2023-01-27,7972.0,0,0,0
user_b6y23bbq,"Cairo, Egypt",fr,2023-09-15,17181.0,0,0,0
user_60ypl1q4,"Los Angeles, USA",hi,2023-05-12,44700.0,0,0,0
user_bnum1ru1,"Milan, Italy",zh,2023-06-22,13604.0,0,0,0
user_45yefmlp,"Paris, France",en,2023-10-22,37589.0,0,0,0
user_eank0miq,"London, UK",es,2023-12-24,8837.0,0,0,0
user_1qpr9tga,"Dubai, UAE",pt,2023-06-03,31853.0,0,0,0
user_k2v87420,"Barcelona, Spain",ru,2023-12-21,14719.0,0,0,0
user_sjm4thcl,"Dubai, UAE",en,2023-04-06,49721.0,0,0,0
user_viynjlsr,"Mumbai, India",hi,2023-06-27,46004.0,0,0,0
user_b6i17ydd,"Chicago, USA",ru,2023-09-14,45937.0,0,0,0
user_lk8wtuqr,"Vancouver, Canada",ja,2023-09-21,32276.0,0,0,0
user_de1ix2nc,"Houston, USA",de,2023-04-02,5659.0,0,0,0
user_dotzarnx,"Munich, Germany",de,2023-11-09,8257.0,0,0,0
user_zdot1vfk,"Barcelona, Spain",fr,2023-12-26,448.0,0,0,0
user_eyryqg4c,Singapore,en,2023-08-14,42446.0,0,0,0
user_oo2afkvn,"Madrid, Spain",es,2023-11-04,19226.0,0,0,0
user_9odm77d5,"Madrid, Spain",de,2023-01-26,13443.0,0,0,0
user_ishux5fb,Singapore,de,2023-05-18,27779.0,0,0,0
user_hdcwy7rw,"Houston, USA",hi,2023-06-12,2595.0,0,0,0
user_m5z8a3sg,"Berlin, Germany",ar,2023-04-01,34800.0,0,0,0
user_a9a7r18l,"Houston, USA",ja,2023-12-30,2091.0,0,0,0
user_uo7cfsb2,"Munich, Germany",de,2023-04-11,3966.0,0,0,0
user_ghc11hqx,"Beijing, China",fr,2023-12-11,8863.0,0,0,0
user_n3yjfvxy,"New York, USA",hi,2023-06-10,45548.0,0,0,0
user_vs99hcpu,"Manchester, UK",de,2023-02-24,40430.0,0,0,0
user_jl5j801v,"Los Angeles, USA",ru,2023-02-24,24657.0,0,0,0
user_1q9s4tw9,"Berlin, Germany",ja,2023-02-18,29011.0,0,0,0
user_4o1z3322,"Tokyo, Japan",ar,2023-08-22,48982.0,0,0,0
user_zsoad3v2,"Mumbai, India",fr,2023-03-07,16574.0,0,0,0
user_gtz1vf91,"Barcelona, Spain",ja,2023-07-28,27386.0,0,0,0
user_upih2le3,"Tokyo, Japan",de,2023-05-03,1775.0,0,0,0
user_27aje6ur,"Berlin, Germany",hi,2023-08-08,15671.0,0,0,0
user_k05n8c60,"Mumbai, India",zh,2023-01-25,4399.0,0,0,0
user_a19f44ms,"New York, USA",zh,2023-08-19,21298.0,0,0,0
user_brh0oqpe,"Lagos, Nigeria",pt,2023-04-06,45102.0,0,0,0
user_96h74y72,"Johannesburg, South Africa",zh,2023-01-05,11114.0,0,0,0
user_0riqrfz9,"Dubai, UAE",fr,2023-05-01,12825.0,0,0,0
user_0irp4abu,"Toronto, Canada",hi,2023-12-14,44206.0,0,0,0
user_8euzbrz1,"Madrid, Spain",de,2023-12-29,25029.0,0,0,0
user_pg6yqnrb,"Delhi, India",hi,2023-04-30,30432.0,0,0,0
user_mc4gyg3z,"Madrid, Spain",pt,2023-12-23,34238.0,0,0,0
user_zhouqige,"Munich, Germany",zh,2023-02-14,38584.0,0,0,0
user_il88ti8o,"Los Angeles, USA",en,2023-04-03,33527.0,0,0,0
user_e5q8f7ve,"Rio de Janeiro, Brazil",fr,2023-06-12,43303.0,0,0,0
user_jw3kd43r,"Dubai, UAE",hi,2023-11-06,12146.0,0,0,0
user_ygorm9b4,"Sydney, Australia",de,2023-12-27,7165.0,0,0,0
user_ijzzygde,"Johannesburg, South Africa",ar,2023-03-03,7394.0,0,0,0
user_oj02wstg,"Toronto, Canada",zh,2023-11-06,36121.0,0,0,0
user_r7o639pp,"Johannesburg, South Africa",pt,2023-06-04,36970.0,0,0,0
user_uc87frzx,"Rio de Janeiro, Brazil",hi,2023-07-29,45923.0,0,0,0
user_zdwf8afd,"Paris, France",zh,2023-10-12,13554.0,0,0,0
user_fpnt3iw9,"Rio de Janeiro, Brazil",ru,2023-01-02,8979.0,0,0,0
user_ttlouvlq,"Beijing, China",ru,2023-12-07,19373.0,0,0,0
user_njyhr041,"Manchester, UK",fr,2023-03-06,38346.0,0,0,0
user_54fu8vw0,"Delhi, India",hi,2023-01-05,19805.0,0,0,0
user_n52gcr0a,"Paris, France",hi,2023-05-02,10771.0,0,0,0
user_jodbszof,"Mumbai, India",zh,2023-05-30,31286.0,0,0,0
user_tb4fgpus,"Toronto, Canada",pt,2023-10-20,6623.0,0,0,0
user_tple0w0i,"Shanghai, China",pt,2023-01-13,26162.0,0,0,0
user_0281t7ll,"Houston, USA",de,2023-07-30,20201.0,0,0,0
user_o14tbxsc,"Barcelona, Spain",fr,2023-06-22,33313.0,0,0,0
user_7kpmi03n,"Melbourne, Australia",ru,2023-11-02,13017.0,0,0,0
user_7e3umebc,"Madrid, Spain",zh,2023-06-09,7547.0,0,0,0
user_c4e9we1i,"Munich, Germany",zh,2023-09-01,33992.0,0,0,0
user_wawwrvtc,"Berlin, Germany",en,2023-05-02,35269.0,0,0,0
user_eaft49ay,"Toronto, Canada",es,2023-01-28,31061.0,0,0,0
user_ivpaj0jp,"Tokyo, Japan",fr,2023-07-23,10547.0,0,0,0
user_hz0arhtv,"Toronto, Canada",en,2023-10-16,12039.0,0,0,0
user_xe1x9bhy,Singapore,ru,2023-02-26,36140.0,0,0,0
user_4ne7qun0,"Rome, Italy",pt,2023-04-09,48020.0,0,0,0
user_ywvdig0e,"Barcelona, Spain",zh,2023-06-19,3061.0,0,0,0
user_d0hubs9a,"Chicago, USA",pt,2023-11-21,38107.0,0,0,0
user_8l7rv5oe,"Vancouver, Canada",ru,2023-07-04,48345.0,0,0,0
user_n0t4gjjd,"Osaka, Japan",de,2023-08-18,8868.0,0,0,0
user_mwro4svc,"New York, USA",ar,2023-06-29,18052.0,0,0,0
user_i2rk6iik,"Osaka, Japan",en,2023-03-17,40792.0,0,0,0
user_gzmfd48k,"Johannesburg, South Africa",es,2023-08-11,30865.0,0,0,0
user_3ycqpch5,"Houston, USA",ru,2023-07-06,14024.0,0,0,0
user_5ucdzep1,"Rio de Janeiro, Brazil",de,2023-05-28,40859.0,0,0,0
user_sr1ug159,"Mexico City, Mexico",en,2023-10-02,26249.0,0,0,0
user_168r2uhp,"Los Angeles, USA",ja,2023-02-07,11610.0,0,0,0
user_8s0d1h4k,"New York, USA",en,2023-04-13,15522.0,0,0,0
user_s1avt2xw,"Johannesburg, South Africa",ru,2023-01-31,8604.0,0,0,0
user_d1fuzi94,"Cairo, Egypt",ja,2023-01-27,36438.0,0,0,0
user_wb863i99,"Dubai, UAE",fr,2023-01-23,36734.0,0,0,0
user_8bslqcpy,"Madrid, Spain",ru,2023-10-26,2241.0,0,0,0
user_63jwqml9,"Chicago, USA",en,2023-06-09,25724.0,0,0,0
user_v4th5er7,"Lyon, France",ja,2023-04-28,13337.0,0,0,0
user_5e47gk4r,"Milan, Italy",en,2023-12-31,41079.0,0,0,0
user_rsrg2sgy,"Dubai, UAE",de,2023-01-19,32791.0,0,0,0
user_fgjkkrie,"Lyon, France",zh,2023-07-13,2211.0,0,0,0
user_x2etbjko,"Barcelona, Spain",pt,2023-03-26,36825.0,0,0,0
user_as9qc2ya,"Paris, France",es,2023-12-02,10803.0,0,0,0
user_pe5yckyb,"Madrid, Spain",ru,2023-07-26,33737.0,0,0,0
user_4aitv3ib,"Rio de Janeiro, Brazil",ja,2023-06-25,47961.0,0,0,0
user_al9p1gnu,"Munich, Germany",pt,2023-04-19,49268.0,0,0,0
user_l0y6e71z,"Dubai, UAE",ja,2023-11-15,9788.0,0,0,0
user_lialzqfp,"Lagos, Nigeria",ru,2023-01-26,47637.0,0,0,0
user_yz6mibaj,"Dubai, UAE",ar,2023-04-17,10415.0,0,0,0
user_c01tfali,"Milan, Italy",fr,2023-10-29,28971.0,0,0,0
user_6w7t1ijr,"Milan, Italy",en,2023-08-14,27442.0,0,0,0
user_k3y9gbsz,"Berlin, Germany",es,2023-05-06,12496.0,0,0,0
user_nfo3ih5u,"Barcelona, Spain",ar,2023-10-29,40429.0,0,0,0
user_0ovhak73,"New York, USA",hi,2023-12-15,32045.0,0,0,0
user_dalm2g0s,"Sydney, Australia",hi,2023-05-25,47363.0,0,0,0
user_vc1szta6,"Chicago, USA",ru,2023-08-18,16685.0,0,0,0
user_47o2zlmp,"Tokyo, Japan",pt,2023-10-22,9632.0,0,0,0
user_n6p8x5xw,"Vancouver, Canada",pt,2023-05-16,20355.0,0,0,0
user_6laec67f,"Chicago, USA",es,2023-06-16,6536.0,0,0,0
user_oo2yuqwk,"Mumbai, India",zh,2023-02-08,29705.0,0,0,0
user_om9fk7q9,"Beijing, China",ar,2023-07-21,30691.0,0,0,0
user_9asov0m8,Singapore,hi,2023-10-09,49763.0,0,0,0
user_jyq7ygu9,"Delhi, India",pt,2023-03-02,9216.0,0,0,0
user_osog5p0m,"Berlin, Germany",pt,2023-03-20,21275.0,0,0,0
user_aroc3ncd,"Rio de Janeiro, Brazil",hi,2023-03-24,10428.0,0,0,0
user_2pjp6tpj,"São Paulo, Brazil",de,2023-03-30,44592.0,0,0,0
user_h5lkwga3,"Johannesburg, South Africa",ru,2023-04-30,26321.0,0,0,0
user_ivpoy0x1,"Seoul, South Korea",hi,2023-05-12,28950.0,0,0,0
user_g612w4ko,"Munich, Germany",de,2023-02-19,13591.0,0,0,0
user_z8vlb7d2,"Rome, Italy",hi,2023-09-21,418.0,0,0,0
user_kn46rm8k,"Mumbai, India",en,2023-01-26,12679.0,0,0,0
user_eg2telg5,Singapore,hi,2023-12-25,10015.0,0,0,0
user_jioz08hb,"Melbourne, Australia",ja,2023-12-30,11969.0,0,0,0
user_aqwezplu,"Cairo, Egypt",hi,2023-02-06,40191.0,0,0,0
user_lsi8z95w,Singapore,ja,2023-02-12,9000.0,0,0,0
user_wq8mex2l,"Madrid, Spain",ru,2023-01-31,5897.0,0,0,0
user_zw0wri6o,"Sydney, Australia",de,2023-12-14,7304.0,0,0,0
user_qxhiayyr,"Berlin, Germany",hi,2023-06-07,12943.0,0,0,0
user_veuczwoc,"Seoul, South Korea",pt,2023-03-14,11391.0,0,0,0
user_cqaitbuv,"Johannesburg, South Africa",ja,2023-06-30,3382.0,0,0,0
user_140m58n3,"Osaka, Japan",fr,2023-06-10,28999.0,0,0,0
user_sek60h67,"Vancouver, Canada",ru,2023-02-28,12772.0,0,0,0
user_5t2f5iez,"Mumbai, India",en,2023-07-15,29412.0,0,0,0
user_sxyhv9rg,"Madrid, Spain",hi,2023-09-30,23637.0,0,0,0
user_ukkkyp0o,"Toronto, Canada",es,2023-02-28,28045.0,0,0,0
user_84k7x6zn,"Barcelona, Spain",ja,2023-10-23,49736.0,0,0,0
user_i7dvhf8q,Singapore,pt,2023-01-03,4409.0,0,0,0
user_taeychos,"Barcelona, Spain",es,2023-10-12,38460.0,0,0,0
user_dfogxwx0,"London, UK",ar,2023-09-09,9419.0,0,0,0
user_oc9vdes0,"Beijing, China",zh,2023-09-06,18354.0,0,0,0
user_24wzfb8b,"Barcelona, Spain",zh,2023-02-27,38633.0,0,0,0
user_119tublg,"Berlin, Germany",zh,2023-11-02,26429.0,0,0,0
user_3bumtqzs,"Munich, Germany",ar,2023-06-18,23677.0,0,0,0
user_xw2x8wg8,"Sydney, Australia",fr,2023-01-05,36009.0,0,0,0
user_ehd44os3,"Melbourne, Australia",zh,2023-09-12,44782.0,0,0,0
user_lyfad7uf,"Melbourne, Australia",es,2023-03-29,49092.0,0,0,0
user_lynilnsu,"Paris, France",ar,2023-12-14,5827.0,0,0,0
user_cntp6452,"Shanghai, China",pt,2023-10-04,11329.0,0,0,0
user_vl9qiy9k,"Rome, Italy",pt,2023-06-11,35120.0,0,0,0
user_aasqf25g,"Osaka, Japan",fr,2023-02-18,48132.0,0,0,0
user_ouh6yqhh,"Melbourne, Australia",de,2023-07-20,10787.0,0,0,0
user_a3lly7yh,"Sydney, Australia",ar,2023-09-11,41868.0,0,0,0
user_0j9a7ict,"Beijing, China",de,2023-12-01,23031.0,0,0,0
user_xzpx4dgt,"Madrid, Spain",ar,2023-12-30,11850.0,0,0,0
